CodMun,UF,Cod UF,Mun,Pop estimada 2021,Faixa_pop,Regiao,Mpeg02,Mpeg03,Mpeg04,Mpeg05,Mpeg051,Mpeg06
1503200,PA,15,Igarapé-Açu,39234,4 - 20001 até 50000,1 - Norte,Sim,Masculino,45,Parda,Sim,Ensino superior incompleto
1503309,PA,15,Igarapé-Miri,63367,5 - 50001 até 100000,1 - Norte,Não,Masculino,62,Parda,Não,Ensino médio (2º Grau) completo
1503408,PA,15,Inhangapi,12009,3 - 10001 até 20000,1 - Norte,Sim,Masculino,51,Branca,Sim,Ensino superior completo
1503457,PA,15,Ipixuna do Pará,67170,5 - 50001 até 100000,1 - Norte,Não,Masculino,42,Parda,Não,Ensino superior completo
1503507,PA,15,Irituia,32639,4 - 20001 até 50000,1 - Norte,Não,Masculino,32,Branca,Sim,Ensino médio (2º Grau) completo
1503606,PA,15,Itaituba,101541,6 - 100001 até 500000,1 - Norte,Sim,Masculino,60,Branca,Não,Ensino fundamental (1º Grau) incompleto
1503705,PA,15,Itupiranga,53439,5 - 50001 até 100000,1 - Norte,Não,Masculino,70,Branca,Não,Ensino superior completo
1503754,PA,15,Jacareacanga,6952,2 - 5001 até 10000,1 - Norte,Não,Masculino,51,Parda,Sim,Ensino médio (2º Grau) completo
1503804,PA,15,Jacundá,60517,5 - 50001 até 100000,1 - Norte,Não,Masculino,50,Preta,Não,Ensino superior completo
1503903,PA,15,Juruti,59961,5 - 50001 até 100000,1 - Norte,Não,Feminino,67,Branca,Não,Ensino superior completo
1504000,PA,15,Limoeiro do Ajuru,29623,4 - 20001 até 50000,1 - Norte,Não,Masculino,62,Parda,Não,Ensino superior completo
1504059,PA,15,Mãe do Rio,30389,4 - 20001 até 50000,1 - Norte,Sim,Masculino,59,Parda,Não,Ensino médio (2º Grau) completo
1504109,PA,15,Magalhães Barata,8598,2 - 5001 até 10000,1 - Norte,Não,Feminino,61,Parda,Não,Ensino superior completo
1504208,PA,15,Marabá,287664,6 - 100001 até 500000,1 - Norte,Sim,Masculino,64,Parda,Não,Ensino superior completo
1504307,PA,15,Maracanã,29559,4 - 20001 até 50000,1 - Norte,Não,Masculino,53,Parda,Sim,Ensino médio (2º Grau) completo
1504406,PA,15,Marapanim,28563,4 - 20001 até 50000,1 - Norte,Não,Masculino,43,Parda,Sim,Ensino médio (2º Grau) completo
1504422,PA,15,Marituba,135812,6 - 100001 até 500000,1 - Norte,Não,Feminino,34,Branca,Não,Ensino superior incompleto
1504455,PA,15,Medicilândia,32347,4 - 20001 até 50000,1 - Norte,Não,Masculino,58,Parda,Não,Especialização
1504505,PA,15,Melgaço,28121,4 - 20001 até 50000,1 - Norte,Sim,Masculino,34,Parda,Não,Ensino médio (2º Grau) incompleto
1504604,PA,15,Mocajuba,31917,4 - 20001 até 50000,1 - Norte,Sim,Masculino,59,Parda,Não,Ensino superior incompleto
1504703,PA,15,Moju,84251,5 - 50001 até 100000,1 - Norte,Sim,Feminino,55,Branca,Não,Ensino superior completo
1504752,PA,15,Mojuí dos Campos,16282,3 - 10001 até 20000,1 - Norte,Não,Masculino,42,Branca,Não,Ensino superior completo
1504802,PA,15,Monte Alegre,58289,5 - 50001 até 100000,1 - Norte,Não,Masculino,72,Branca,Não,Ensino fundamental ( 1º Grau) completo
1504901,PA,15,Muaná,41454,4 - 20001 até 50000,1 - Norte,Sim,Masculino,51,Preta,Não,Ensino médio (2º Grau) completo
1504950,PA,15,Nova Esperança do Piriá,21519,4 - 20001 até 50000,1 - Norte,Não,Feminino,44,Parda,Não,Ensino superior incompleto
1504976,PA,15,Nova Ipixuna,17027,3 - 10001 até 20000,1 - Norte,Sim,Feminino,47,Branca,Sim,Especialização
1505007,PA,15,Nova Timboteua,15646,3 - 10001 até 20000,1 - Norte,Sim,Feminino,53,Parda,Não,Ensino médio (2º Grau) completo
1505031,PA,15,Novo Progresso,25769,4 - 20001 até 50000,1 - Norte,Não,Masculino,49,Branca,Não,Ensino superior completo
1505064,PA,15,Novo Repartimento,78488,5 - 50001 até 100000,1 - Norte,Não,Masculino,65,Parda,Sim,Ensino médio (2º Grau) completo
1505106,PA,15,Óbidos,52473,5 - 50001 até 100000,1 - Norte,Não,Masculino,60,Branca,Sim,Ensino médio (2º Grau) completo
1505205,PA,15,Oeiras do Pará,33182,4 - 20001 até 50000,1 - Norte,Não,Feminino,35,Parda,Sim,Ensino superior incompleto
1505304,PA,15,Oriximiná,74921,5 - 50001 até 100000,1 - Norte,Não,Masculino,36,Parda,Sim,Ensino superior completo
1505403,PA,15,Ourém,18079,3 - 10001 até 20000,1 - Norte,Não,Masculino,47,Branca,Não,Ensino médio (2º Grau) completo
1505437,PA,15,Ourilândia do Norte,33831,4 - 20001 até 50000,1 - Norte,Não,Masculino,37,Branca,Não,Ensino superior completo
1505486,PA,15,Pacajá,49110,4 - 20001 até 50000,1 - Norte,Não,Masculino,28,Branca,Não,Ensino superior completo
1505494,PA,15,Palestina do Pará,7575,2 - 5001 até 10000,1 - Norte,Sim,Masculino,46,Parda,Sim,Ensino médio (2º Grau) completo
1505502,PA,15,Paragominas,115838,6 - 100001 até 500000,1 - Norte,Não,Masculino,66,Parda,Sim,Especialização
1505536,PA,15,Parauapebas,218787,6 - 100001 até 500000,1 - Norte,Sim,Masculino,56,Parda,Não,Ensino superior completo
1505551,PA,15,Pau DArco,5339,2 - 5001 até 10000,1 - Norte,Sim,Masculino,43,Parda,Não,Ensino superior completo
1505601,PA,15,Peixe-Boi,8084,2 - 5001 até 10000,1 - Norte,Não,Masculino,22,Branca,Não,Ensino superior completo
1505635,PA,15,Piçarra,12976,3 - 10001 até 20000,1 - Norte,Não,Feminino,38,Parda,Não,Ensino superior completo
1505650,PA,15,Placas,32325,4 - 20001 até 50000,1 - Norte,Sim,Feminino,43,Branca,Não,Ensino superior completo
1505700,PA,15,Ponta de Pedras,32007,4 - 20001 até 50000,1 - Norte,Não,Feminino,54,Branca,Sim,Ensino superior completo
1505809,PA,15,Portel,63831,5 - 50001 até 100000,1 - Norte,Não,Masculino,47,Parda,Não,Especialização
1505908,PA,15,Porto de Moz,42456,4 - 20001 até 50000,1 - Norte,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa
1506005,PA,15,Prainha,29827,4 - 20001 até 50000,1 - Norte,Sim,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
1506104,PA,15,Primavera,10889,3 - 10001 até 20000,1 - Norte,Não,Masculino,27,Parda,Não,Ensino superior incompleto
1506112,PA,15,Quatipuru,13794,3 - 10001 até 20000,1 - Norte,Não,Masculino,47,Parda,Não,Ensino superior completo
1506138,PA,15,Redenção,86326,5 - 50001 até 100000,1 - Norte,Sim,Masculino,59,Branca,Não,Ensino superior incompleto
1506161,PA,15,Rio Maria,18208,3 - 10001 até 20000,1 - Norte,Não,Feminino,52,Parda,Sim,Ensino superior completo
1506187,PA,15,Rondon do Pará,53242,5 - 50001 até 100000,1 - Norte,Não,Feminino,44,Branca,Não,Ensino superior completo
1506195,PA,15,Rurópolis,52473,5 - 50001 até 100000,1 - Norte,Sim,Masculino,50,Branca,Não,Ensino fundamental (1º Grau) incompleto
1506203,PA,15,Salinópolis,41164,4 - 20001 até 50000,1 - Norte,Não,Masculino,35,Branca,Não,Ensino superior completo
1506302,PA,15,Salvaterra,24392,4 - 20001 até 50000,1 - Norte,Não,Masculino,62,Branca,Sim,Ensino fundamental ( 1º Grau) completo
1506351,PA,15,Santa Bárbara do Pará,21811,4 - 20001 até 50000,1 - Norte,Não,Masculino,53,Parda,Não,Ensino superior completo
1506401,PA,15,Santa Cruz do Arari,10496,3 - 10001 até 20000,1 - Norte,Não,Masculino,59,Parda,Não,Ensino superior completo
1506500,PA,15,Santa Izabel do Pará,72856,5 - 50001 até 100000,1 - Norte,Sim,Masculino,50,Branca,Não,Especialização
1506559,PA,15,Santa Luzia do Pará,19839,3 - 10001 até 20000,1 - Norte,Não,Masculino,55,Parda,Não,Ensino superior completo
1506583,PA,15,Santa Maria das Barreiras,22244,4 - 20001 até 50000,1 - Norte,Não,Masculino,31,Branca,Não,Ensino médio (2º Grau) completo
1506609,PA,15,Santa Maria do Pará,25127,4 - 20001 até 50000,1 - Norte,Não,Masculino,49,Branca,Sim,Ensino médio (2º Grau) completo
1506708,PA,15,Santana do Araguaia,75995,5 - 50001 até 100000,1 - Norte,Não,Masculino,45,Parda,Não,Ensino médio (2º Grau) incompleto
1506807,PA,15,Santarém,308339,6 - 100001 até 500000,1 - Norte,Sim,Masculino,52,Branca,Não,Especialização
1506906,PA,15,Santarém Novo,6796,2 - 5001 até 10000,1 - Norte,Não,Masculino,42,Parda,Não,Ensino superior completo
1507003,PA,15,Santo Antônio do Tauá,32346,4 - 20001 até 50000,1 - Norte,Sim,Masculino,53,Parda,Não,Ensino superior completo
1507102,PA,15,São Caetano de Odivelas,18207,3 - 10001 até 20000,1 - Norte,Não,Feminino,53,Parda,Não,Ensino superior completo
1507151,PA,15,São Domingos do Araguaia,25945,4 - 20001 até 50000,1 - Norte,Sim,Feminino,43,Parda,Não,Ensino superior completo
1507201,PA,15,São Domingos do Capim,32285,4 - 20001 até 50000,1 - Norte,Sim,Masculino,46,Parda,Não,Ensino superior completo
1507300,PA,15,São Félix do Xingu,135732,6 - 100001 até 500000,1 - Norte,Não,Masculino,60,Parda,Não,Ensino médio (2º Grau) completo
1507409,PA,15,São Francisco do Pará,15978,3 - 10001 até 20000,1 - Norte,Sim,Masculino,35,Branca,Não,Especialização
1507458,PA,15,São Geraldo do Araguaia,24566,4 - 20001 até 50000,1 - Norte,Não,Masculino,33,Parda,Sim,Especialização
1507466,PA,15,São João da Ponta,6294,2 - 5001 até 10000,1 - Norte,Não,Masculino,60,Parda,Não,Ensino fundamental (1º Grau) incompleto
1507474,PA,15,São João de Pirabas,23440,4 - 20001 até 50000,1 - Norte,Não,Feminino,29,Parda,Não,Ensino médio (2º Grau) completo
1507508,PA,15,São João do Araguaia,14105,3 - 10001 até 20000,1 - Norte,Não,Feminino,33,Parda,Não,Ensino superior completo
1507607,PA,15,São Miguel do Guamá,60268,5 - 50001 até 100000,1 - Norte,Não,Masculino,37,Branca,Sim,Especialização
1507706,PA,15,São Sebastião da Boa Vista,27302,4 - 20001 até 50000,1 - Norte,Sim,Masculino,61,Parda,Não,Ensino fundamental ( 1º Grau) completo
1507755,PA,15,Sapucaia,6088,2 - 5001 até 10000,1 - Norte,Sim,Masculino,34,Parda,Não,Ensino médio (2º Grau) completo
1507805,PA,15,Senador José Porfírio,11305,3 - 10001 até 20000,1 - Norte,Sim,Masculino,44,Parda,Sim,Ensino médio (2º Grau) completo
1507904,PA,15,Soure,25752,4 - 20001 até 50000,1 - Norte,Sim,Masculino,38,Parda,Não,Ensino superior completo
1507953,PA,15,Tailândia,111554,6 - 100001 até 500000,1 - Norte,Sim,Masculino,70,Parda,Não,Ensino médio (2º Grau) completo
1507961,PA,15,Terra Alta,11971,3 - 10001 até 20000,1 - Norte,Não,Masculino,47,Parda,Sim,Ensino médio (2º Grau) completo
1507979,PA,15,Terra Santa,19063,3 - 10001 até 20000,1 - Norte,Sim,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
1508001,PA,15,Tomé-Açu,64604,5 - 50001 até 100000,1 - Norte,Não,Masculino,49,Preta,Não,Ensino médio (2º Grau) completo
1508035,PA,15,Tracuateua,31549,4 - 20001 até 50000,1 - Norte,Não,Masculino,68,Branca,Não,Ensino médio (2º Grau) completo
1508050,PA,15,Trairão,19344,3 - 10001 até 20000,1 - Norte,Sim,Masculino,51,Branca,Não,Ensino fundamental (1º Grau) incompleto
1508084,PA,15,Tucumã,40661,4 - 20001 até 50000,1 - Norte,Não,Masculino,57,Branca,Não,Ensino superior completo
1508100,PA,15,Tucuruí,116605,6 - 100001 até 500000,1 - Norte,Não,Masculino,35,Branca,Não,Ensino superior incompleto
1508126,PA,15,Ulianópolis,62286,5 - 50001 até 100000,1 - Norte,Não,Feminino,49,Branca,Sim,Especialização
1508159,PA,15,Uruará,45395,4 - 20001 até 50000,1 - Norte,Sim,Masculino,38,Branca,Não,Ensino superior completo
1508209,PA,15,Vigia,54650,5 - 50001 até 100000,1 - Norte,Não,Masculino,42,Branca,Não,Ensino superior completo
1508308,PA,15,Viseu,62093,5 - 50001 até 100000,1 - Norte,Sim,Masculino,44,Parda,Não,Ensino médio (2º Grau) completo
1508357,PA,15,Vitória do Xingu,15421,3 - 10001 até 20000,1 - Norte,Não,Masculino,36,Parda,Não,Ensino superior completo
1508407,PA,15,Xinguara,45416,4 - 20001 até 50000,1 - Norte,Não,Masculino,72,Branca,Não,Ensino superior completo
1600055,AP,16,Serra do Navio,5577,2 - 5001 até 10000,1 - Norte,Sim,Masculino,56,Parda,Não,Ensino superior completo
1600105,AP,16,Amapá,9265,2 - 5001 até 10000,1 - Norte,Sim,Masculino,59,Parda,Não,Ensino superior completo
1600154,AP,16,Pedra Branca do Amapari,17625,3 - 10001 até 20000,1 - Norte,Sim,Feminino,38,Branca,Não,Ensino superior completo
1600204,AP,16,Calçoene,11493,3 - 10001 até 20000,1 - Norte,Não,Masculino,54,Parda,Não,Ensino superior completo
1600212,AP,16,Cutias,6217,2 - 5001 até 10000,1 - Norte,Sim,Masculino,56,Parda,Não,Ensino superior completo
1600238,AP,16,Ferreira Gomes,8151,2 - 5001 até 10000,1 - Norte,Sim,Masculino,55,Parda,Não,Ensino superior completo
1600253,AP,16,Itaubal,5730,2 - 5001 até 10000,1 - Norte,Sim,Masculino,56,Parda,Não,Ensino superior completo
1600279,AP,16,Laranjal do Jari,52302,5 - 50001 até 100000,1 - Norte,Sim,Masculino,44,Branca,Não,Ensino superior completo
1600303,AP,16,Macapá,522357,7 - Maior que 500000,1 - Norte,Não,Masculino,48,Branca,Não,Especialização
1600402,AP,16,Mazagão,22468,4 - 20001 até 50000,1 - Norte,Sim,Masculino,53,Parda,Não,Especialização
1600501,AP,16,Oiapoque,28534,4 - 20001 até 50000,1 - Norte,Não,Masculino,28,Parda,Não,Ensino fundamental (1º Grau) incompleto
1600535,AP,16,Porto Grande,22927,4 - 20001 até 50000,1 - Norte,Sim,Masculino,55,Branca,Não,Ensino superior completo
1600550,AP,16,Pracuúba,5370,2 - 5001 até 10000,1 - Norte,Não,Masculino,54,Branca,Não,Ensino superior completo
1600600,AP,16,Santana,124808,6 - 100001 até 500000,1 - Norte,Não,Masculino,65,Branca,Não,Especialização
1600709,AP,16,Tartarugalzinho,18217,3 - 10001 até 20000,1 - Norte,Não,Masculino,41,Branca,Não,Ensino superior completo
1600808,AP,16,Vitória do Jari,16572,3 - 10001 até 20000,1 - Norte,Não,Masculino,46,Branca,Não,Ensino superior completo
1700251,TO,17,Abreulândia,2609,1 - Até 5000,1 - Norte,Não,Masculino,44,Parda,Não,Ensino médio (2º Grau) completo
1700301,TO,17,Aguiarnópolis,7049,2 - 5001 até 10000,1 - Norte,Não,Masculino,55,Parda,Não,Ensino superior completo
1700350,TO,17,Aliança do Tocantins,5303,2 - 5001 até 10000,1 - Norte,Não,Masculino,52,Branca,Sim,Ensino superior incompleto
1700400,TO,17,Almas,6905,2 - 5001 até 10000,1 - Norte,Sim,Masculino,59,Parda,Não,Ensino médio (2º Grau) completo
1700707,TO,17,Alvorada,8381,2 - 5001 até 10000,1 - Norte,Sim,Masculino,46,Parda,Não,Ensino médio (2º Grau) completo
1701002,TO,17,Ananás,9435,2 - 5001 até 10000,1 - Norte,Não,Masculino,61,Parda,Não,Ensino superior completo
1701051,TO,17,Angico,3475,1 - Até 5000,1 - Norte,Não,Masculino,54,Parda,Não,Ensino médio (2º Grau) completo
1701101,TO,17,Aparecida do Rio Negro,4901,1 - Até 5000,1 - Norte,Não,Masculino,58,Parda,Não,Ensino superior completo
1701309,TO,17,Aragominas,5705,2 - 5001 até 10000,1 - Norte,Sim,Masculino,43,Branca,Não,Ensino médio (2º Grau) completo
1701903,TO,17,Araguacema,7223,2 - 5001 até 10000,1 - Norte,Não,Masculino,38,Branca,Não,Ensino superior incompleto
1702000,TO,17,Araguaçu,8418,2 - 5001 até 10000,1 - Norte,Não,Masculino,58,Parda,Não,Ensino médio (2º Grau) completo
1702109,TO,17,Araguaína,186245,6 - 100001 até 500000,1 - Norte,Não,Masculino,44,Parda,Não,Especialização
1702158,TO,17,Araguanã,5856,2 - 5001 até 10000,1 - Norte,Não,Masculino,32,Branca,Não,Ensino médio (2º Grau) completo
1702208,TO,17,Araguatins,36573,4 - 20001 até 50000,1 - Norte,Não,Masculino,60,Parda,Não,Ensino fundamental ( 1º Grau) completo
1702307,TO,17,Arapoema,6590,2 - 5001 até 10000,1 - Norte,Não,Masculino,54,Parda,Não,Ensino médio (2º Grau) completo
1702406,TO,17,Arraias,10502,3 - 10001 até 20000,1 - Norte,Não,Masculino,51,Parda,Não,Ensino superior completo
1702554,TO,17,Augustinópolis,18870,3 - 10001 até 20000,1 - Norte,Não,Masculino,71,Branca,Não,Ensino fundamental ( 1º Grau) completo
1702703,TO,17,Aurora do Tocantins,3809,1 - Até 5000,1 - Norte,Não,Masculino,51,Preta,Não,Ensino médio (2º Grau) completo
1702901,TO,17,Axixá do Tocantins,9817,2 - 5001 até 10000,1 - Norte,Não,Masculino,48,Preta,Não,Ensino superior completo
1703008,TO,17,Babaçulândia,10668,3 - 10001 até 20000,1 - Norte,Não,Masculino,46,Branca,Não,Ensino superior completo
1703057,TO,17,Bandeirantes do Tocantins,3631,1 - Até 5000,1 - Norte,Sim,Masculino,64,Branca,Sim,Ensino médio (2º Grau) completo
1703073,TO,17,Barra do Ouro,4673,1 - Até 5000,1 - Norte,Não,Feminino,43,Branca,Não,Ensino superior completo
1703107,TO,17,Barrolândia,5669,2 - 5001 até 10000,1 - Norte,Sim,Masculino,40,Branca,Não,Ensino superior completo
1703206,TO,17,Bernardo Sayão,4439,1 - Até 5000,1 - Norte,Não,Masculino,50,Parda,Não,Ensino médio (2º Grau) completo
1703305,TO,17,Bom Jesus do Tocantins,5120,2 - 5001 até 10000,1 - Norte,Sim,Masculino,52,Branca,Não,Ensino médio (2º Grau) completo
1703602,TO,17,Brasilândia do Tocantins,2221,1 - Até 5000,1 - Norte,Sim,Masculino,45,Parda,Não,Ensino médio (2º Grau) completo
1703701,TO,17,Brejinho de Nazaré,5540,2 - 5001 até 10000,1 - Norte,Não,Masculino,35,Preta,Não,Ensino médio (2º Grau) completo
1703800,TO,17,Buriti do Tocantins,11644,3 - 10001 até 20000,1 - Norte,Não,Feminino,50,Branca,Não,Ensino superior completo
1703826,TO,17,Cachoeirinha,2293,1 - Até 5000,1 - Norte,Sim,Masculino,43,Parda,Não,Especialização
1703842,TO,17,Campos Lindos,10505,3 - 10001 até 20000,1 - Norte,Não,Masculino,37,Branca,Não,Ensino fundamental (1º Grau) incompleto
1703867,TO,17,Cariri do Tocantins,4499,1 - Até 5000,1 - Norte,Sim,Masculino,40,Branca,Não,Ensino médio (2º Grau) completo
1703883,TO,17,Carmolândia,2627,1 - Até 5000,1 - Norte,Sim,Masculino,37,Parda,Não,Ensino superior completo
1703891,TO,17,Carrasco Bonito,4165,1 - Até 5000,1 - Norte,Sim,Masculino,38,Parda,Não,Ensino superior completo
1703909,TO,17,Caseara,5514,2 - 5001 até 10000,1 - Norte,Sim,Feminino,48,Parda,Não,Especialização
1704105,TO,17,Centenário,2966,1 - Até 5000,1 - Norte,Não,Masculino,62,Parda,Não,Ensino médio (2º Grau) incompleto
1704600,TO,17,Chapada de Areia,1415,1 - Até 5000,1 - Norte,Não,Masculino,42,Parda,Sim,Ensino médio (2º Grau) completo
1705102,TO,17,Chapada da Natividade,3330,1 - Até 5000,1 - Norte,Não,Masculino,47,Parda,Não,Ensino médio (2º Grau) completo
1705508,TO,17,Colinas do Tocantins,36271,4 - 20001 até 50000,1 - Norte,Não,Masculino,58,Branca,Não,Ensino superior completo
1705557,TO,17,Combinado,4870,1 - Até 5000,1 - Norte,Sim,Masculino,53,Parda,Não,Ensino médio (2º Grau) completo
1705607,TO,17,Conceição do Tocantins,4070,1 - Até 5000,1 - Norte,Não,Masculino,41,Branca,Não,Ensino superior completo
1706001,TO,17,Couto Magalhães,5690,2 - 5001 até 10000,1 - Norte,Não,Masculino,51,Branca,Sim,Especialização
1706100,TO,17,Cristalândia,7268,2 - 5001 até 10000,1 - Norte,Não,Masculino,55,Parda,Não,Ensino superior incompleto
1706258,TO,17,Crixás do Tocantins,1749,1 - Até 5000,1 - Norte,Não,Feminino,35,Branca,Não,Ensino superior completo
1706506,TO,17,Darcinópolis,6250,2 - 5001 até 10000,1 - Norte,Sim,Masculino,36,Parda,Não,Ensino médio (2º Grau) completo
1707009,TO,17,Dianópolis,22704,4 - 20001 até 50000,1 - Norte,Não,Masculino,73,Branca,Não,Ensino superior completo
1707108,TO,17,Divinópolis do Tocantins,6986,2 - 5001 até 10000,1 - Norte,Não,Masculino,42,Branca,Não,Ensino médio (2º Grau) completo
1707207,TO,17,Dois Irmãos do Tocantins,7173,2 - 5001 até 10000,1 - Norte,Não,Masculino,39,Parda,Não,Ensino superior completo
1707306,TO,17,Dueré,4686,1 - Até 5000,1 - Norte,Sim,Masculino,57,Parda,Não,Ensino superior completo
1707405,TO,17,Esperantina,11280,3 - 10001 até 20000,1 - Norte,Sim,Masculino,60,Branca,Não,Ensino superior completo
1707553,TO,17,Fátima,3824,1 - Até 5000,1 - Norte,Sim,Masculino,41,Parda,Não,Ensino superior completo
1707652,TO,17,Figueirópolis,5222,2 - 5001 até 10000,1 - Norte,Não,Feminino,42,Parda,Não,Especialização
1707702,TO,17,Filadélfia,8892,2 - 5001 até 10000,1 - Norte,Não,Masculino,34,Branca,Não,Ensino superior completo
1708205,TO,17,Formoso do Araguaia,18358,3 - 10001 até 20000,1 - Norte,Não,Masculino,27,Preta,Não,Mestrado
1708254,TO,17,Tabocão,2615,1 - Até 5000,1 - Norte,Sim,Masculino,41,Parda,Não,Ensino médio (2º Grau) completo
1708304,TO,17,Goianorte,5136,2 - 5001 até 10000,1 - Norte,Não,Feminino,47,Parda,Sim,Especialização
1709005,TO,17,Goiatins,13169,3 - 10001 até 20000,1 - Norte,Não,Masculino,47,Branca,Não,Ensino médio (2º Grau) completo
1709302,TO,17,Guaraí,26403,4 - 20001 até 50000,1 - Norte,Não,Feminino,58,Branca,Não,Ensino superior completo
1709500,TO,17,Gurupi,88428,5 - 50001 até 100000,1 - Norte,Não,Feminino,59,Parda,Não,Mestrado
1709807,TO,17,Ipueiras,2088,1 - Até 5000,1 - Norte,Sim,Masculino,48,Parda,Não,Ensino superior completo
